ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
41327	8.27e-01	4.41e-01	7.74e-01	-5.91555	9.59e-02		
1225	8.27e-01	4.41e-01	7.74e-01	-5.91555	1.65e-01	CRCT1	cysteine rich C-terminal 1
5775	8.27e-01	4.41e-01	7.74e-01	-5.91558	4.67e-02	DUSP5P1	dual specificity phosphatase 5 pseudogene 1
626	8.27e-01	4.41e-01	-7.74e-01	-5.91562	-5.74e-02	WNK2	WNK lysine deficient protein kinase 2
30424	8.27e-01	4.41e-01	-7.74e-01	-5.91565	-3.84e-02		
18178	8.27e-01	4.41e-01	7.74e-01	-5.91566	3.60e-02	ATG10	autophagy related 10
39290	8.27e-01	4.41e-01	-7.74e-01	-5.91566	-3.39e-02	KIAA1755	KIAA1755
37985	8.27e-01	4.41e-01	7.74e-01	-5.91578	8.18e-02	OTOS	otospiralin
6406	8.27e-01	4.41e-01	-7.73e-01	-5.91581	-3.92e-02	SNX13	sorting nexin 13
4819	8.27e-01	4.41e-01	-7.73e-01	-5.91588	-3.79e-02	HSPB8	heat shock protein family B (small) member 8
38697	8.27e-01	4.41e-01	7.73e-01	-5.91592	3.31e-02	RPL6	ribosomal protein L6
8710	8.27e-01	4.42e-01	-7.73e-01	-5.91595	-6.38e-02	TPX2	TPX2, microtubule nucleation factor
24406	8.27e-01	4.42e-01	7.73e-01	-5.91599	4.11e-02		
13252	8.27e-01	4.42e-01	-7.73e-01	-5.916	-8.78e-02	COPA	coatomer protein complex subunit alpha
1098	8.27e-01	4.42e-01	7.73e-01	-5.91601	4.59e-02		
30073	8.27e-01	4.42e-01	-7.73e-01	-5.91601	-3.97e-02	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
7958	8.27e-01	4.42e-01	-7.73e-01	-5.91603	-7.28e-02	ZNF415	zinc finger protein 415
31304	8.27e-01	4.42e-01	-7.73e-01	-5.91606	-4.70e-02	DEUP1	deuterosome assembly protein 1
42319	8.27e-01	4.42e-01	-7.73e-01	-5.9162	-3.00e-02		
9893	8.27e-01	4.42e-01	7.73e-01	-5.9162	2.45e-02		
18083	8.27e-01	4.42e-01	7.73e-01	-5.91624	2.55e-02		
15053	8.27e-01	4.42e-01	7.73e-01	-5.91631	5.62e-02	NLRC5	NLR family CARD domain containing 5
5137	8.27e-01	4.42e-01	-7.73e-01	-5.91637	-3.38e-02	IRX4	iroquois homeobox 4
17409	8.27e-01	4.42e-01	-7.73e-01	-5.91637	-3.86e-02		
18176	8.27e-01	4.42e-01	7.73e-01	-5.9164	3.16e-02	KRT2	keratin 2
39654	8.27e-01	4.42e-01	-7.73e-01	-5.9164	-4.90e-02	SSFA2	sperm specific antigen 2
28203	8.27e-01	4.42e-01	-7.73e-01	-5.91647	-6.24e-02		
7427	8.27e-01	4.42e-01	7.73e-01	-5.91648	4.47e-02	BPHL	biphenyl hydrolase like
37098	8.27e-01	4.42e-01	7.73e-01	-5.91656	1.04e-01	IQSEC3	IQ motif and Sec7 domain 3
22801	8.27e-01	4.42e-01	7.72e-01	-5.91657	4.44e-02	SOD2	superoxide dismutase 2, mitochondrial
10742	8.27e-01	4.42e-01	-7.72e-01	-5.91672	-3.92e-02	LOC105378577	basic proline-rich protein-like
38450	8.27e-01	4.42e-01	-7.72e-01	-5.91672	-2.91e-02	NSD1	nuclear receptor binding SET domain protein 1
19252	8.27e-01	4.42e-01	-7.72e-01	-5.91672	-4.81e-02	SSB	Sjogren syndrome antigen B
1788	8.27e-01	4.42e-01	7.72e-01	-5.91677	5.23e-02		
37248	8.27e-01	4.42e-01	7.72e-01	-5.91678	3.48e-02	DAGLB	diacylglycerol lipase beta
9263	8.27e-01	4.42e-01	7.72e-01	-5.9168	2.03e-02		
41635	8.27e-01	4.42e-01	7.72e-01	-5.91681	5.15e-02		
31453	8.27e-01	4.42e-01	-7.72e-01	-5.91684	-4.28e-02	ANO6	anoctamin 6
33853	8.27e-01	4.42e-01	-7.72e-01	-5.91689	-2.81e-02	IFNA10	interferon alpha 10
17064	8.27e-01	4.42e-01	-7.72e-01	-5.91693	-4.38e-02		
44172	8.27e-01	4.42e-01	7.72e-01	-5.91695	6.99e-02	MACC1	metastasis associated in colon cancer 1
18203	8.27e-01	4.42e-01	-7.72e-01	-5.91698	-2.64e-02		
35985	8.27e-01	4.42e-01	-7.72e-01	-5.91701	-3.36e-02	ZNF253	zinc finger protein 253
26830	8.27e-01	4.42e-01	7.72e-01	-5.91701	2.71e-02	SERPINB12	serpin family B member 12
8990	8.27e-01	4.42e-01	7.72e-01	-5.91703	6.30e-02	ACE	angiotensin I converting enzyme
235	8.27e-01	4.42e-01	-7.72e-01	-5.91704	-4.13e-02		
37290	8.27e-01	4.42e-01	7.72e-01	-5.91705	4.88e-02	LARP4	La ribonucleoprotein domain family member 4
3590	8.27e-01	4.42e-01	-7.72e-01	-5.91707	-4.39e-02	PDIA2	protein disulfide isomerase family A member 2
30106	8.27e-01	4.42e-01	7.72e-01	-5.91707	5.15e-02	GPR20	G protein-coupled receptor 20
12514	8.27e-01	4.42e-01	-7.72e-01	-5.91714	-1.10e-01	PAQR8	progestin and adipoQ receptor family member 8
25021	8.27e-01	4.42e-01	-7.72e-01	-5.91716	-4.63e-02	PTOV1	prostate tumor overexpressed 1
15799	8.27e-01	4.42e-01	-7.72e-01	-5.91717	-1.97e-02		
20012	8.27e-01	4.42e-01	7.72e-01	-5.91718	3.91e-02		
14396	8.27e-01	4.43e-01	7.72e-01	-5.91719	3.66e-02		
31542	8.27e-01	4.43e-01	-7.72e-01	-5.91722	-5.06e-02	ARHGEF10	Rho guanine nucleotide exchange factor 10
6272	8.27e-01	4.43e-01	7.72e-01	-5.91726	6.45e-02		
20030	8.27e-01	4.43e-01	7.72e-01	-5.91728	1.15e-01	PLA2G12B	phospholipase A2 group XIIB
7372	8.27e-01	4.43e-01	7.72e-01	-5.9173	3.52e-02	SEC11A	SEC11 homolog A, signal peptidase complex subunit
37697	8.27e-01	4.43e-01	-7.71e-01	-5.91731	-6.36e-02	HIST1H2BD	histone cluster 1, H2bd
18087	8.27e-01	4.43e-01	-7.71e-01	-5.91736	-2.47e-02	ITGA7	integrin subunit alpha 7
33274	8.27e-01	4.43e-01	-7.71e-01	-5.91738	-3.66e-02	DUS2	dihydrouridine synthase 2
33987	8.27e-01	4.43e-01	-7.71e-01	-5.91738	-4.78e-02	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
31173	8.27e-01	4.43e-01	-7.71e-01	-5.91743	-3.01e-02		
32812	8.27e-01	4.43e-01	7.71e-01	-5.91746	5.44e-02	TEX261	testis expressed 261
27335	8.27e-01	4.43e-01	-7.71e-01	-5.91746	-3.99e-02	PPBPP2	pro-platelet basic protein pseudogene 2
27702	8.27e-01	4.43e-01	7.71e-01	-5.91748	3.88e-02	CAMLG	calcium modulating ligand
4756	8.27e-01	4.43e-01	7.71e-01	-5.91749	3.95e-02	SUPT6H	SPT6 homolog, histone chaperone
29119	8.27e-01	4.43e-01	-7.71e-01	-5.91754	-3.41e-02		
27202	8.27e-01	4.43e-01	-7.71e-01	-5.91758	-4.23e-02	CALM3	calmodulin 3
8209	8.27e-01	4.43e-01	-7.71e-01	-5.91762	-4.95e-02	SH3GLB2	SH3 domain containing GRB2 like endophilin B2
41846	8.27e-01	4.43e-01	-7.71e-01	-5.91764	-4.19e-02		
16302	8.27e-01	4.43e-01	7.71e-01	-5.91765	4.61e-02	FAM126B	family with sequence similarity 126 member B
42075	8.27e-01	4.43e-01	7.71e-01	-5.91767	7.10e-02		
40880	8.27e-01	4.43e-01	-7.71e-01	-5.91772	-2.29e-02	NLRP10	NLR family pyrin domain containing 10
31683	8.27e-01	4.43e-01	7.71e-01	-5.91774	6.68e-02	RAX2	retina and anterior neural fold homeobox 2
15506	8.27e-01	4.43e-01	-7.71e-01	-5.91774	-2.10e-02	CPS1	carbamoyl-phosphate synthase 1
6881	8.27e-01	4.43e-01	-7.71e-01	-5.91775	-8.99e-02	EPHX3	epoxide hydrolase 3
40730	8.27e-01	4.43e-01	-7.71e-01	-5.91779	-2.42e-02	PDX1	pancreatic and duodenal homeobox 1
32395	8.27e-01	4.43e-01	-7.71e-01	-5.91779	-3.13e-02		
23691	8.27e-01	4.43e-01	7.71e-01	-5.91785	2.55e-02	IL24	interleukin 24
6205	8.27e-01	4.43e-01	7.71e-01	-5.91786	1.42e-01		
3677	8.27e-01	4.43e-01	-7.71e-01	-5.9179	-7.31e-02	PTH2	parathyroid hormone 2
232	8.27e-01	4.43e-01	7.71e-01	-5.91793	3.53e-02	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
34490	8.27e-01	4.43e-01	7.71e-01	-5.91794	4.53e-02	NOP16	NOP16 nucleolar protein
14524	8.27e-01	4.43e-01	7.71e-01	-5.91797	3.50e-02	SLC30A6	solute carrier family 30 member 6
36386	8.27e-01	4.43e-01	-7.71e-01	-5.91803	-3.56e-02	UCHL5	ubiquitin C-terminal hydrolase L5
10635	8.27e-01	4.43e-01	-7.71e-01	-5.91803	-5.09e-02	FRYL	FRY like transcription coactivator
10748	8.27e-01	4.43e-01	-7.71e-01	-5.91803	-9.70e-02		
20339	8.27e-01	4.43e-01	7.71e-01	-5.91803	4.31e-02	UQCRC2	ubiquinol-cytochrome c reductase core protein II
36942	8.27e-01	4.43e-01	-7.70e-01	-5.91806	-4.52e-02	SPPL2A	signal peptide peptidase like 2A
31035	8.27e-01	4.43e-01	-7.70e-01	-5.91809	-3.62e-02		
6906	8.27e-01	4.43e-01	-7.70e-01	-5.91815	-2.49e-01	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
5423	8.27e-01	4.43e-01	-7.70e-01	-5.91817	-3.80e-02	DCAKD	dephospho-CoA kinase domain containing
10613	8.27e-01	4.43e-01	7.70e-01	-5.91827	3.62e-02		
40063	8.27e-01	4.43e-01	-7.70e-01	-5.91829	-6.93e-02		
7745	8.27e-01	4.43e-01	-7.70e-01	-5.9183	-3.47e-02		
29925	8.27e-01	4.43e-01	7.70e-01	-5.91834	4.68e-02	ZNF229	zinc finger protein 229
15747	8.27e-01	4.43e-01	-7.70e-01	-5.91836	-3.01e-02		
21551	8.27e-01	4.43e-01	-7.70e-01	-5.91842	-5.17e-02	PPIEL	peptidylprolyl isomerase E like pseudogene
41622	8.27e-01	4.43e-01	7.70e-01	-5.91843	4.86e-02	C16orf58	chromosome 16 open reading frame 58
20139	8.27e-01	4.44e-01	7.70e-01	-5.91847	3.41e-02	SERGEF	secretion regulating guanine nucleotide exchange factor
15632	8.27e-01	4.44e-01	-7.70e-01	-5.91851	-2.39e-02	RPAP2	RNA polymerase II associated protein 2
41272	8.27e-01	4.44e-01	7.70e-01	-5.91853	1.08e-01	LIPA	lipase A, lysosomal acid type
44067	8.27e-01	4.44e-01	7.70e-01	-5.91854	3.93e-02	VOPP1	vesicular, overexpressed in cancer, prosurvival protein 1
39076	8.27e-01	4.44e-01	-7.70e-01	-5.91855	-1.88e-02		
35865	8.27e-01	4.44e-01	7.70e-01	-5.91857	5.33e-02		
14216	8.27e-01	4.44e-01	-7.70e-01	-5.91857	-3.53e-02	EIF5B	eukaryotic translation initiation factor 5B
15883	8.27e-01	4.44e-01	7.70e-01	-5.91859	3.59e-02		
9315	8.27e-01	4.44e-01	-7.70e-01	-5.9186	-3.20e-02		
2419	8.27e-01	4.44e-01	7.70e-01	-5.91861	4.28e-02	SCAND2P	SCAN domain containing 2 pseudogene
2609	8.27e-01	4.44e-01	7.70e-01	-5.91863	5.16e-02	TNRC6B	trinucleotide repeat containing 6B
42453	8.27e-01	4.44e-01	7.70e-01	-5.91865	3.93e-02	LYN	LYN proto-oncogene, Src family tyrosine kinase
11862	8.27e-01	4.44e-01	-7.70e-01	-5.9187	-2.40e-02		
8566	8.27e-01	4.44e-01	-7.70e-01	-5.91873	-2.47e-02	MSH4	mutS homolog 4
37192	8.27e-01	4.44e-01	7.70e-01	-5.91876	3.52e-02	TMEM131	transmembrane protein 131
25453	8.27e-01	4.44e-01	7.70e-01	-5.91877	3.09e-02	NUDT13	nudix hydrolase 13
14192	8.27e-01	4.44e-01	-7.70e-01	-5.91878	-2.53e-02		
9120	8.27e-01	4.44e-01	7.70e-01	-5.91879	5.31e-02	ADD1	adducin 1
16820	8.27e-01	4.44e-01	-7.69e-01	-5.91882	-3.97e-02	KIAA1841	KIAA1841
21408	8.27e-01	4.44e-01	-7.69e-01	-5.91886	-5.21e-02		
39573	8.27e-01	4.44e-01	7.69e-01	-5.91889	1.37e-01	XCL1	X-C motif chemokine ligand 1
37031	8.27e-01	4.44e-01	-7.69e-01	-5.91893	-6.62e-02	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
41373	8.28e-01	4.44e-01	7.69e-01	-5.91898	3.68e-02	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
35232	8.28e-01	4.44e-01	-7.69e-01	-5.91915	-2.31e-02	TSSK2	testis specific serine kinase 2
31743	8.28e-01	4.44e-01	-7.69e-01	-5.91918	-4.01e-02	WBP4	WW domain binding protein 4
44203	8.28e-01	4.44e-01	7.69e-01	-5.91919	5.13e-02		
28635	8.28e-01	4.44e-01	7.69e-01	-5.9192	4.91e-02	RPL21	ribosomal protein L21
19247	8.28e-01	4.44e-01	-7.69e-01	-5.91921	-2.65e-02	PSMD9	proteasome 26S subunit, non-ATPase 9
6224	8.28e-01	4.44e-01	-7.69e-01	-5.91923	-5.04e-02	RRAGC	Ras related GTP binding C
44119	8.28e-01	4.44e-01	-7.69e-01	-5.91929	-2.72e-02		
12915	8.28e-01	4.44e-01	-7.69e-01	-5.9193	-2.82e-02	URGCP	upregulator of cell proliferation
8283	8.28e-01	4.44e-01	-7.69e-01	-5.91933	-2.73e-02		
17154	8.28e-01	4.44e-01	-7.69e-01	-5.91934	-2.82e-02	PRTFDC1	phosphoribosyl transferase domain containing 1
21534	8.28e-01	4.44e-01	-7.69e-01	-5.91937	-5.23e-02	DOCK4	dedicator of cytokinesis 4
29890	8.28e-01	4.44e-01	-7.69e-01	-5.91939	-3.53e-02	BECN1	beclin 1
168	8.28e-01	4.44e-01	-7.69e-01	-5.91939	-4.72e-02		
23656	8.28e-01	4.44e-01	-7.69e-01	-5.91946	-6.73e-02	RTBDN	retbindin
39841	8.28e-01	4.44e-01	-7.69e-01	-5.91947	-2.14e-02		
3273	8.28e-01	4.44e-01	-7.69e-01	-5.91948	-5.51e-02	EIF2A	eukaryotic translation initiation factor 2A
33418	8.28e-01	4.44e-01	-7.69e-01	-5.91949	-2.75e-02	CDH7	cadherin 7
14619	8.28e-01	4.44e-01	-7.69e-01	-5.91951	-2.35e-02	PYGO1	pygopus family PHD finger 1
11671	8.28e-01	4.44e-01	-7.68e-01	-5.9196	-3.94e-02	ZDHHC8P1	zinc finger DHHC-type containing 8 pseudogene 1
42588	8.28e-01	4.44e-01	7.68e-01	-5.91966	3.48e-02	POU5F1	POU class 5 homeobox 1
28310	8.28e-01	4.45e-01	-7.68e-01	-5.91971	-4.42e-02	ACTN2	actinin alpha 2
27532	8.28e-01	4.45e-01	-7.68e-01	-5.91971	-3.55e-02	FCN2	ficolin 2
41539	8.28e-01	4.45e-01	7.68e-01	-5.91974	5.44e-02	FBP1	fructose-bisphosphatase 1
13522	8.28e-01	4.45e-01	7.68e-01	-5.91975	2.64e-02	CCBE1	collagen and calcium binding EGF domains 1
13111	8.28e-01	4.45e-01	7.68e-01	-5.91978	3.20e-02	FGF4	fibroblast growth factor 4
29091	8.28e-01	4.45e-01	7.68e-01	-5.91983	3.38e-02	BAIAP2L2	BAI1 associated protein 2 like 2
33149	8.28e-01	4.45e-01	-7.68e-01	-5.91983	-4.25e-02	ZNF365	zinc finger protein 365
39022	8.28e-01	4.45e-01	7.68e-01	-5.91985	3.29e-02	STYX	serine/threonine/tyrosine interacting protein
44188	8.28e-01	4.45e-01	7.68e-01	-5.9199	2.30e-02	OR51E1	olfactory receptor family 51 subfamily E member 1
28487	8.28e-01	4.45e-01	7.68e-01	-5.91991	6.85e-02		
43055	8.28e-01	4.45e-01	-7.68e-01	-5.91992	-4.60e-02	PLA2G2F	phospholipase A2 group IIF
18453	8.28e-01	4.45e-01	7.68e-01	-5.91996	4.56e-02		
24152	8.28e-01	4.45e-01	-7.68e-01	-5.91996	-4.30e-02		
38994	8.28e-01	4.45e-01	7.68e-01	-5.91996	2.19e-02		
25493	8.28e-01	4.45e-01	7.68e-01	-5.91997	4.27e-02	SLC35A4	solute carrier family 35 member A4
17740	8.28e-01	4.45e-01	7.68e-01	-5.92004	3.71e-02	B2M	beta-2-microglobulin
2821	8.28e-01	4.45e-01	7.68e-01	-5.92006	3.81e-02	SLC30A4	solute carrier family 30 member 4
24686	8.28e-01	4.45e-01	-7.68e-01	-5.92012	-4.67e-02	PCDHB11	protocadherin beta 11
8748	8.28e-01	4.45e-01	-7.68e-01	-5.92014	-2.33e-02	TM4SF4	transmembrane 4 L six family member 4
25141	8.28e-01	4.45e-01	-7.68e-01	-5.92026	-1.05e-01		
2938	8.28e-01	4.45e-01	7.68e-01	-5.92027	4.84e-02		
19113	8.28e-01	4.45e-01	-7.67e-01	-5.92028	-3.47e-02	HRH3	histamine receptor H3
21204	8.28e-01	4.45e-01	-7.67e-01	-5.92032	-2.75e-02	ZNF100	zinc finger protein 100
26312	8.28e-01	4.45e-01	-7.67e-01	-5.92032	-3.66e-02		
4893	8.28e-01	4.45e-01	7.67e-01	-5.92035	2.43e-02	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
41916	8.28e-01	4.45e-01	-7.67e-01	-5.92037	-3.19e-02		
13328	8.28e-01	4.45e-01	7.67e-01	-5.92039	5.39e-02	KIDINS220	kinase D-interacting substrate 220kDa
35614	8.28e-01	4.45e-01	-7.67e-01	-5.92049	-3.99e-02		
12077	8.28e-01	4.45e-01	-7.67e-01	-5.92051	-8.84e-02		
18910	8.28e-01	4.45e-01	7.67e-01	-5.92055	4.59e-02	SIGLEC6	sialic acid binding Ig like lectin 6
26786	8.28e-01	4.45e-01	7.67e-01	-5.92057	3.92e-02	COL17A1	collagen type XVII alpha 1 chain
19666	8.28e-01	4.45e-01	-7.67e-01	-5.92057	-2.05e-02	PKNOX2	PBX/knotted 1 homeobox 2
23414	8.28e-01	4.45e-01	-7.67e-01	-5.92063	-4.77e-02	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A
23336	8.28e-01	4.45e-01	-7.67e-01	-5.92072	-2.50e-02		
30604	8.28e-01	4.45e-01	7.67e-01	-5.92075	3.53e-02	PDE6B	phosphodiesterase 6B
44290	8.28e-01	4.45e-01	-7.67e-01	-5.92075	-2.22e-02		
32300	8.28e-01	4.45e-01	-7.67e-01	-5.92076	-3.45e-02	WDR75	WD repeat domain 75
3056	8.28e-01	4.45e-01	7.67e-01	-5.92083	3.78e-02	BTBD11	BTB domain containing 11
26417	8.28e-01	4.45e-01	-7.67e-01	-5.92083	-5.74e-02	PP7080	uncharacterized LOC25845
40150	8.28e-01	4.45e-01	7.67e-01	-5.92085	5.51e-02	EGFL7	EGF like domain multiple 7
44975	8.28e-01	4.45e-01	-7.67e-01	-5.92088	-7.34e-02	KCNH2	potassium voltage-gated channel subfamily H member 2
16422	8.28e-01	4.45e-01	-7.67e-01	-5.9209	-2.84e-02	C6orf89	chromosome 6 open reading frame 89
32663	8.28e-01	4.45e-01	-7.67e-01	-5.92092	-3.28e-02		
32484	8.28e-01	4.46e-01	-7.66e-01	-5.92106	-4.36e-02		
1372	8.28e-01	4.46e-01	7.66e-01	-5.92111	5.29e-02	RAB4B	RAB4B, member RAS oncogene family
2915	8.28e-01	4.46e-01	7.66e-01	-5.92116	4.54e-02		
1280	8.29e-01	4.46e-01	7.66e-01	-5.92127	4.08e-02	PKD1L2	polycystin 1 like 2 (gene/pseudogene)
36767	8.29e-01	4.46e-01	-7.66e-01	-5.9213	-4.14e-02	DPP3	dipeptidyl peptidase 3
44888	8.29e-01	4.46e-01	-7.66e-01	-5.92132	-2.32e-02		
36372	8.29e-01	4.46e-01	7.66e-01	-5.92134	6.70e-02		
14220	8.29e-01	4.46e-01	-7.66e-01	-5.92138	-2.44e-02	ALDH1A3	aldehyde dehydrogenase 1 family member A3
23359	8.29e-01	4.46e-01	-7.66e-01	-5.92143	-2.47e-02	KEAP1	kelch like ECH associated protein 1
28159	8.29e-01	4.46e-01	7.66e-01	-5.92158	5.38e-02		
18629	8.29e-01	4.46e-01	7.66e-01	-5.92158	1.74e-02	PCDHB12	protocadherin beta 12
39822	8.29e-01	4.46e-01	7.66e-01	-5.9216	2.16e-02	SULT2A1	sulfotransferase family 2A member 1
7196	8.29e-01	4.46e-01	-7.66e-01	-5.9216	-4.22e-02	RNF6	ring finger protein 6
9851	8.29e-01	4.46e-01	7.66e-01	-5.92166	3.82e-02		
24937	8.29e-01	4.46e-01	7.66e-01	-5.92166	3.75e-02	RPL10	ribosomal protein L10
27557	8.29e-01	4.46e-01	7.66e-01	-5.92171	3.93e-02		
38802	8.29e-01	4.46e-01	-7.66e-01	-5.92172	-5.48e-02	TRIQK	triple QxxK/R motif containing
13011	8.29e-01	4.46e-01	-7.65e-01	-5.92176	-3.64e-02		
8062	8.29e-01	4.46e-01	-7.65e-01	-5.92178	-3.66e-02	ROCK2	Rho associated coiled-coil containing protein kinase 2
41682	8.29e-01	4.46e-01	-7.65e-01	-5.92178	-2.10e-02	MROH8	maestro heat like repeat family member 8
38031	8.29e-01	4.46e-01	-7.65e-01	-5.92181	-2.82e-02	RAB26	RAB26, member RAS oncogene family
907	8.29e-01	4.46e-01	7.65e-01	-5.92183	6.27e-02	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
42506	8.29e-01	4.46e-01	7.65e-01	-5.92184	4.07e-02	AP3S2	adaptor related protein complex 3 sigma 2 subunit
29248	8.29e-01	4.46e-01	-7.65e-01	-5.92186	-6.26e-02	PCIF1	PDX1 C-terminal inhibiting factor 1
25359	8.29e-01	4.46e-01	-7.65e-01	-5.92189	-3.47e-02	SIPA1L3	signal induced proliferation associated 1 like 3
24125	8.29e-01	4.46e-01	-7.65e-01	-5.92195	-8.90e-02	ATP10B	ATPase phospholipid transporting 10B (putative)
36533	8.29e-01	4.46e-01	7.65e-01	-5.92197	3.21e-02	PRDM6	PR/SET domain 6
42928	8.29e-01	4.46e-01	7.65e-01	-5.92199	3.55e-02	TSC22D1-AS1	TSC22D1 antisense RNA 1
20192	8.29e-01	4.46e-01	7.65e-01	-5.92205	2.52e-02		
17528	8.29e-01	4.46e-01	7.65e-01	-5.92206	1.82e-02	ZCCHC5	zinc finger CCHC-type containing 5
39992	8.29e-01	4.46e-01	-7.65e-01	-5.92206	-3.47e-02	MYO9A	myosin IXA
11010	8.29e-01	4.46e-01	7.65e-01	-5.92209	5.02e-01	RPS4Y2	ribosomal protein S4, Y-linked 2
20711	8.29e-01	4.46e-01	-7.65e-01	-5.92209	-6.98e-02		
35659	8.29e-01	4.46e-01	7.65e-01	-5.92211	3.88e-02	ETFB	electron transfer flavoprotein beta subunit
6687	8.29e-01	4.46e-01	7.65e-01	-5.92215	5.50e-02	SIGMAR1	sigma non-opioid intracellular receptor 1
18654	8.29e-01	4.46e-01	-7.65e-01	-5.92215	-1.89e-02		
16057	8.29e-01	4.47e-01	7.65e-01	-5.9222	2.31e-02	LOC100506544	uncharacterized LOC100506544
36244	8.29e-01	4.47e-01	7.65e-01	-5.92221	2.80e-02	ATAD5	ATPase family, AAA domain containing 5
6864	8.29e-01	4.47e-01	7.65e-01	-5.92221	4.11e-02	C9orf69	chromosome 9 open reading frame 69
20874	8.29e-01	4.47e-01	-7.65e-01	-5.92224	-3.85e-02	BTBD19	BTB domain containing 19
34400	8.29e-01	4.47e-01	-7.65e-01	-5.92224	-4.21e-02	RET	ret proto-oncogene
13145	8.29e-01	4.47e-01	7.65e-01	-5.92228	4.98e-02	GGACT	gamma-glutamylamine cyclotransferase
38846	8.29e-01	4.47e-01	-7.65e-01	-5.92232	-3.18e-02		
35711	8.29e-01	4.47e-01	-7.65e-01	-5.92237	-2.83e-02		
35110	8.29e-01	4.47e-01	7.65e-01	-5.92242	3.64e-02	POP5	POP5 homolog, ribonuclease P/MRP subunit
24853	8.29e-01	4.47e-01	7.65e-01	-5.92248	2.39e-02	LOC101927592	uncharacterized LOC101927592
40057	8.29e-01	4.47e-01	-7.65e-01	-5.92248	-4.53e-02	RSL1D1	ribosomal L1 domain containing 1
5283	8.29e-01	4.47e-01	-7.64e-01	-5.92251	-3.03e-02	RXFP1	relaxin/insulin like family peptide receptor 1
4644	8.29e-01	4.47e-01	7.64e-01	-5.92251	3.44e-02	ASIC2	acid sensing ion channel subunit 2
34160	8.29e-01	4.47e-01	-7.64e-01	-5.92252	-4.72e-02		
12489	8.29e-01	4.47e-01	7.64e-01	-5.92253	2.91e-02	ZNF211	zinc finger protein 211
16744	8.29e-01	4.47e-01	7.64e-01	-5.92256	3.99e-02	KCNQ2	potassium voltage-gated channel subfamily Q member 2
8820	8.29e-01	4.47e-01	7.64e-01	-5.92257	4.20e-02		
43543	8.29e-01	4.47e-01	7.64e-01	-5.9226	7.35e-02	C20orf27	chromosome 20 open reading frame 27
12624	8.29e-01	4.47e-01	-7.64e-01	-5.92261	-4.07e-02	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2
43455	8.29e-01	4.47e-01	7.64e-01	-5.92262	1.93e-02	SYT9	synaptotagmin 9
5400	8.29e-01	4.47e-01	-7.64e-01	-5.92263	-2.94e-02	MAP7	microtubule associated protein 7
34357	8.29e-01	4.47e-01	-7.64e-01	-5.9227	-4.03e-02		
36377	8.29e-01	4.47e-01	7.64e-01	-5.92274	3.07e-02	CLK2	CDC like kinase 2
16265	8.29e-01	4.47e-01	-7.64e-01	-5.92288	-1.79e-02	KCNA6	potassium voltage-gated channel subfamily A member 6
2520	8.29e-01	4.47e-01	7.64e-01	-5.92288	3.03e-02		
9397	8.29e-01	4.47e-01	7.64e-01	-5.92292	4.22e-02	GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
9055	8.29e-01	4.47e-01	7.64e-01	-5.92296	2.11e-02	TMEM59L	transmembrane protein 59 like
28095	8.29e-01	4.47e-01	-7.64e-01	-5.92303	-3.81e-02	MITF	melanogenesis associated transcription factor
19073	8.29e-01	4.47e-01	-7.64e-01	-5.92304	-2.22e-02	GREM2	gremlin 2, DAN family BMP antagonist
11825	8.29e-01	4.47e-01	-7.64e-01	-5.92305	-2.77e-02	VSTM2A	V-set and transmembrane domain containing 2A
33267	8.29e-01	4.47e-01	-7.64e-01	-5.92309	-4.30e-02	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
12402	8.29e-01	4.47e-01	7.64e-01	-5.92309	2.73e-02	LOC646241	uncharacterized LOC646241
34609	8.29e-01	4.47e-01	-7.64e-01	-5.9231	-4.16e-02		
25731	8.29e-01	4.47e-01	7.64e-01	-5.92319	3.79e-02		
29822	8.29e-01	4.47e-01	7.63e-01	-5.92324	2.78e-02	DPH2	DPH2 homolog
28547	8.29e-01	4.47e-01	-7.63e-01	-5.92327	-4.00e-02		
18102	8.29e-01	4.47e-01	7.63e-01	-5.92329	4.07e-02	NDRG4	NDRG family member 4
12342	8.29e-01	4.47e-01	7.63e-01	-5.92333	3.64e-02		
18399	8.29e-01	4.47e-01	-7.63e-01	-5.92337	-1.08e-01	ZNF205	zinc finger protein 205
17847	8.29e-01	4.48e-01	-7.63e-01	-5.92347	-2.35e-02	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
