GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
653499	8.01e-01	3.85e-01	1.143	-0.869363	-0.993537	16.4	LGALS7B	galectin 7B
112398	8.01e-01	3.85e-01	1.669	-0.868608	-1.450116	13.92	EGLN2	egl-9 family hypoxia inducible factor 2
90321	8.01e-01	3.86e-01	1.127	0.86741	0.977333	80.7	ZNF766	zinc finger protein 766
23054	8.01e-01	3.84e-01	1.214	0.87002	1.056379	39.58	NCOA6	nuclear receptor coactivator 6
337879	8.01e-01	3.88e-01	1.07	0.863249	0.923804	12306.74	KRTAP8-1	keratin associated protein 8-1
5372	8.01e-01	3.89e-01	1.615	0.862233	1.39238	61.7	PMM1	phosphomannomutase 1
347516	8.01e-01	3.86e-01	1.631	0.866252	1.412656	19.04	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6
6428	8.01e-01	3.89e-01	1.235	-0.860641	-1.062774	322.39	SRSF3	serine and arginine rich splicing factor 3
10490	8.01e-01	3.89e-01	1.238	-0.860815	-1.065335	78.28	VTI1B	vesicle transport through interaction with t-SNAREs 1B
9388	8.01e-01	3.89e-01	1.223	0.860713	1.052612	33.38	LIPG	lipase G, endothelial type
9184	8.02e-01	3.90e-01	1.373	-0.859789	-1.180512	68.39	BUB3	BUB3 mitotic checkpoint protein
1488	8.02e-01	3.90e-01	1.634	-0.858999	-1.403239	19.01	CTBP2	C-terminal binding protein 2
3732	8.02e-01	3.90e-01	1.219	-0.858921	-1.046603	95.79	CD82	CD82 molecule
25782	8.02e-01	3.91e-01	1.76	-0.858196	-1.51047	34.67	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
57050	8.02e-01	3.91e-01	1.589	-0.858057	-1.363024	36.25	UTP3	UTP3 small subunit processome component
387082	8.02e-01	3.91e-01	1.554	0.858582	1.334226	20.39	SUMO4	small ubiquitin like modifier 4
7443	8.02e-01	3.91e-01	1.877	0.858317	1.610869	36.27	VRK1	VRK serine/threonine kinase 1
54539	8.03e-01	3.91e-01	1.045	-0.857841	-0.896416	217.62	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11
125893	8.03e-01	3.91e-01	1.085	-0.857108	-0.930113	5.03	ZNF816	zinc finger protein 816
158431	8.04e-01	3.92e-01	0.943	0.855841	0.806738	66.84	ZNF782	zinc finger protein 782
54558	8.04e-01	3.93e-01	1.614	-0.855035	-1.379814	8.69	SPATA6	spermatogenesis associated 6
57179	8.04e-01	3.93e-01	0.943	-0.854848	-0.806045	109.36	KIAA1191	KIAA1191
107986710	8.04e-01	3.92e-01	1.154	0.855496	0.987338	49.87	LOC107986710	uncharacterized LOC107986710
728643	8.04e-01	3.93e-01	1.109	0.855028	0.947954	43.96	HNRNPA1P33	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33
8535	8.04e-01	3.92e-01	1.29	-0.855406	-1.103484	75.86	CBX4	chromobox 4
55339	8.04e-01	3.93e-01	1.208	-0.854566	-1.032451	100.19	WDR33	WD repeat domain 33
7852	8.05e-01	3.94e-01	1.309	0.852946	1.116426	709.72	CXCR4	C-X-C motif chemokine receptor 4
64332	8.05e-01	3.93e-01	1.411	-0.85332	-1.203675	758.01	NFKBIZ	NFKB inhibitor zeta
200879	8.05e-01	3.93e-01	1.357	-0.853709	-1.158264	96.38	LIPH	lipase H
8365	8.05e-01	3.94e-01	0.991	-0.853255	-0.8457	634.88	H4C8	H4 clustered histone 8
64759	8.05e-01	3.94e-01	1.598	-0.852968	-1.363049	14.88	TNS3	tensin 3
6829	8.05e-01	3.93e-01	1.565	-0.853548	-1.335637	77.08	SUPT5H	SPT5 homolog, DSIF elongation factor subunit
22869	8.05e-01	3.94e-01	1.405	0.852295	1.197061	74.92	ZNF510	zinc finger protein 510
283459	8.05e-01	3.94e-01	1.611	-0.851996	-1.372593	19.27	GATC	glutamyl-tRNA amidotransferase subunit C
51292	8.05e-01	3.94e-01	1.851	-0.852115	-1.577202	15.93	GMPR2	guanosine monophosphate reductase 2
57147	8.06e-01	3.95e-01	1.686	-0.85068	-1.434395	32.54	SCYL3	SCY1 like pseudokinase 3
118987	8.06e-01	3.95e-01	1.22	-0.851155	-1.038493	73.24	PDZD8	PDZ domain containing 8
196294	8.06e-01	3.95e-01	1.67	-0.851245	-1.421808	11.1	IMMP1L	inner mitochondrial membrane peptidase subunit 1
25979	8.06e-01	3.95e-01	1.828	-0.850791	-1.555051	24.35	DHRS7B	dehydrogenase/reductase 7B
7077	8.06e-01	3.95e-01	1.266	0.850963	1.076942	212.25	TIMP2	TIMP metallopeptidase inhibitor 2
102466658	8.06e-01	3.95e-01	1.338	-0.850454	-1.13791	1393.23	MIR6510	microRNA 6510
100093631	8.06e-01	3.95e-01	1.157	0.850055	0.983126	50.73	GTF2IP4	general transcription factor IIi pseudogene 4
2498	8.06e-01	3.96e-01	1.043	0.848652	0.885039	36.56	FTH1P3	ferritin heavy chain 1 pseudogene 3
6897	8.06e-01	3.96e-01	1.718	-0.848354	-1.457287	133.98	TARS1	threonyl-tRNA synthetase 1
100113407	8.06e-01	3.96e-01	1.934	0.84866	1.641003	59.01	TMEM170B	transmembrane protein 170B
6257	8.06e-01	3.96e-01	1.556	-0.848763	-1.320272	17.47	RXRB	retinoid X receptor beta
2970	8.06e-01	3.95e-01	1.156	0.849735	0.982613	51.48	GTF2IP1	general transcription factor IIi pseudogene 1
10552	8.06e-01	3.96e-01	1.033	0.848532	0.876957	244.03	ARPC1A	actin related protein 2/3 complex subunit 1A
767558	8.06e-01	3.96e-01	1.475	0.848264	1.251467	319.51	LUZP6	leucine zipper protein 6
136319	8.06e-01	3.96e-01	1.475	0.848264	1.251467	319.51	MTPN	myotrophin
254863	8.06e-01	3.96e-01	1.781	-0.849141	-1.511946	40.73	TMEM256	transmembrane protein 256
83667	8.06e-01	3.97e-01	1.483	0.847835	1.257516	151.38	SESN2	sestrin 2
6700	8.06e-01	3.97e-01	1.131	0.847122	0.958195	625.1	SPRR2A	small proline rich protein 2A
6382	8.06e-01	3.97e-01	1.553	-0.846194	-1.314251	279.52	SDC1	syndecan 1
79172	8.06e-01	3.97e-01	1.587	-0.847031	-1.343903	36.4	CENPO	centromere protein O
166968	8.06e-01	3.97e-01	1.455	-0.847855	-1.233512	26.66	MIER3	MIER family member 3
57231	8.06e-01	3.97e-01	1.665	-0.846429	-1.409071	19.94	SNX14	sorting nexin 14
7164	8.06e-01	3.97e-01	1.51	-0.847464	-1.279538	41.85	TPD52L1	TPD52 like 1
81552	8.06e-01	3.97e-01	1.374	-0.846538	-1.162919	22.22	VOPP1	VOPP1 WW domain binding protein
338699	8.06e-01	3.97e-01	1.427	-0.846841	-1.208483	37.49	ANKRD42	ankyrin repeat domain 42
7064	8.06e-01	3.97e-01	1.544	0.846164	1.306899	170.03	THOP1	thimet oligopeptidase 1
64092	8.06e-01	3.97e-01	1.745	-0.847116	-1.478482	34.52	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
29933	8.06e-01	3.98e-01	1.325	0.845889	1.12087	12.22	GPR132	G protein-coupled receptor 132
163259	8.07e-01	3.99e-01	1.18	0.843674	0.995677	116.27	DENND2C	DENN domain containing 2C
23385	8.07e-01	3.99e-01	1.659	-0.843607	-1.399738	74.86	NCSTN	nicastrin
91526	8.07e-01	3.99e-01	1.745	-0.843686	-1.472149	32.42	ANKRD44	ankyrin repeat domain 44
1176	8.07e-01	3.98e-01	1.204	-0.845428	-1.017821	52.63	AP3S1	adaptor related protein complex 3 subunit sigma 1
84947	8.07e-01	3.98e-01	1.613	-0.844523	-1.362275	5.41	SERAC1	serine active site containing 1
1316	8.07e-01	3.99e-01	1.33	0.843718	1.122101	597.11	KLF6	KLF transcription factor 6
51322	8.07e-01	3.98e-01	0.839	0.844662	0.708493	557.14	WAC	WW domain containing adaptor with coiled-coil
7511	8.07e-01	3.99e-01	1.588	-0.844015	-1.340361	17.22	XPNPEP1	X-prolyl aminopeptidase 1
7536	8.07e-01	3.99e-01	1.411	-0.843629	-1.190661	30.8	SF1	splicing factor 1
162427	8.07e-01	3.98e-01	1.653	-0.844377	-1.395828	131.89	RETREG3	reticulophagy regulator family member 3
3454	8.07e-01	3.99e-01	1.577	-0.844279	-1.331064	49.57	IFNAR1	interferon alpha and beta receptor subunit 1
199870	8.07e-01	4.00e-01	1.693	-0.842432	-1.426567	18.3	FAM76A	family with sequence similarity 76 member A
9191	8.07e-01	4.00e-01	1.352	-0.842496	-1.138873	28.84	DEDD	death effector domain containing
645513	8.07e-01	3.99e-01	1.659	-0.842629	-1.398284	20.8	SEPTIN7P14	septin 7 pseudogene 14
1514	8.07e-01	4.00e-01	1.748	0.841925	1.471335	140.83	CTSL	cathepsin L
9022	8.07e-01	4.00e-01	1.185	-0.841868	-0.997503	431.21	CLIC3	chloride intracellular channel 3
1611	8.08e-01	4.00e-01	1.397	-0.841245	-1.175423	25.08	DAP	death associated protein
144110	8.08e-01	4.00e-01	0.875	0.841288	0.735936	476.73	TMEM86A	transmembrane protein 86A
2806	8.08e-01	4.01e-01	2.019	0.840633	1.697577	67.85	GOT2	glutamic-oxaloacetic transaminase 2
10114	8.08e-01	4.01e-01	1.512	0.84016	1.270356	440.14	HIPK3	homeodomain interacting protein kinase 3
7307	8.08e-01	4.01e-01	1.218	-0.840277	-1.023851	87.65	U2AF1	U2 small nuclear RNA auxiliary factor 1
51714	8.09e-01	4.03e-01	1.443	-0.836982	-1.207348	110.37	SELENOT	selenoprotein T
26511	8.09e-01	4.03e-01	0.82	0.836916	0.686001	450.24	CHIC2	cysteine rich hydrophobic domain 2
100130771	8.09e-01	4.01e-01	1.558	0.83896	1.307042	27.44	EFCAB10	EF-hand calcium binding domain 10
91010	8.09e-01	4.02e-01	1.401	-0.837789	-1.173945	14.23	FMNL3	formin like 3
9882	8.09e-01	4.03e-01	1.922	0.836859	1.60831	13.78	TBC1D4	TBC1 domain family member 4
51234	8.09e-01	4.02e-01	1.633	-0.837895	-1.368438	210.7	EMC4	ER membrane protein complex subunit 4
597	8.09e-01	4.02e-01	1.597	-0.837323	-1.337132	258.68	BCL2A1	BCL2 related protein A1
123207	8.09e-01	4.02e-01	1.033	0.838245	0.866018	27.69	C15orf40	chromosome 15 open reading frame 40
290	8.09e-01	4.01e-01	1.529	0.83906	1.283287	134.31	ANPEP	alanyl aminopeptidase, membrane
9738	8.09e-01	4.02e-01	1.505	-0.838897	-1.262853	8.09	CCP110	centriolar coiled-coil protein 110
339175	8.09e-01	4.03e-01	1.516	0.837115	1.268891	26.97	METTL2A	methyltransferase 2A, methylcytidine
808	8.09e-01	4.02e-01	1.487	-0.838011	-1.24615	229.32	CALM3	calmodulin 3
6629	8.09e-01	4.02e-01	1.782	-0.838364	-1.493873	23.71	SNRPB2	small nuclear ribonucleoprotein polypeptide B2
51493	8.09e-01	4.02e-01	1.453	-0.838647	-1.218176	45.15	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
91582	8.09e-01	4.02e-01	1.65	-0.837428	-1.381412	43.24	RPS19BP1	ribosomal protein S19 binding protein 1
84648	8.10e-01	4.03e-01	0.915	0.835514	0.764718	6319.67	LCE3D	late cornified envelope 3D
1385	8.10e-01	4.03e-01	1.361	-0.835509	-1.136822	42.48	CREB1	cAMP responsive element binding protein 1
6734	8.10e-01	4.03e-01	1.342	-0.835814	-1.121319	114.22	SRPRA	SRP receptor subunit alpha
115704	8.10e-01	4.03e-01	1.827	0.835548	1.526442	42.1	EVI5L	ecotropic viral integration site 5 like
51232	8.10e-01	4.04e-01	1.845	0.835288	1.541246	341.49	CRIM1	cysteine rich transmembrane BMP regulator 1
23517	8.10e-01	4.04e-01	1.607	-0.834557	-1.340796	58.25	MTREX	Mtr4 exosome RNA helicase
84896	8.10e-01	4.04e-01	1.631	-0.834218	-1.360924	55.51	ATAD1	ATPase family AAA domain containing 1
90416	8.10e-01	4.04e-01	1.414	-0.834217	-1.179684	10.11	CCDC32	coiled-coil domain containing 32
7385	8.10e-01	4.04e-01	1.221	0.834619	1.018697	139.77	UQCRC2	ubiquinol-cytochrome c reductase core protein 2
23765	8.10e-01	4.04e-01	1.236	0.834651	1.031564	82.6	IL17RA	interleukin 17 receptor A
54845	8.10e-01	4.04e-01	1.768	-0.833612	-1.474162	109.23	ESRP1	epithelial splicing regulatory protein 1
57720	8.10e-01	4.04e-01	1.597	-0.83378	-1.33164	31.11	GPR107	G protein-coupled receptor 107
147040	8.10e-01	4.05e-01	1.163	0.833121	0.969163	289.31	KCTD11	potassium channel tetramerization domain containing 11
55588	8.10e-01	4.05e-01	1.576	-0.83329	-1.313265	53.73	MED29	mediator complex subunit 29
832	8.10e-01	4.05e-01	1.31	0.832805	1.091196	620.98	CAPZB	capping actin protein of muscle Z-line subunit beta
9221	8.10e-01	4.05e-01	1.751	-0.832367	-1.457615	22.2	NOLC1	nucleolar and coiled-body phosphoprotein 1
219855	8.10e-01	4.05e-01	1.624	-0.832502	-1.352311	135.82	SLC37A2	solute carrier family 37 member 2
51547	8.10e-01	4.05e-01	1.504	0.83272	1.252029	91.49	SIRT7	sirtuin 7
30815	8.10e-01	4.06e-01	1.928	-0.830944	-1.602201	24.81	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
219699	8.10e-01	4.06e-01	1.328	-0.83097	-1.103522	226.54	UNC5B	unc-5 netrin receptor B
92017	8.10e-01	4.06e-01	1.365	0.831446	1.134578	190.32	SNX29	sorting nexin 29
4779	8.10e-01	4.06e-01	1.452	-0.831743	-1.207278	112.09	NFE2L1	NFE2 like bZIP transcription factor 1
100134934	8.10e-01	4.06e-01	1.691	-0.831333	-1.405706	26.16	TEN1	TEN1 subunit of CST complex
1994	8.10e-01	4.06e-01	1.814	0.830818	1.507144	55.67	ELAVL1	ELAV like RNA binding protein 1
9141	8.10e-01	4.06e-01	1.713	-0.831693	-1.424971	29.54	PDCD5	programmed cell death 5
55841	8.10e-01	4.06e-01	1.704	-0.831001	-1.415977	25.72	WWC3	WWC family member 3
284996	8.10e-01	4.06e-01	1.067	-0.830515	-0.885796	485.84	RNF149	ring finger protein 149
221154	8.10e-01	4.06e-01	1.476	-0.83015	-1.225269	18.53	MICU2	mitochondrial calcium uptake 2
51096	8.11e-01	4.07e-01	1.682	-0.829573	-1.395479	34.61	UTP18	UTP18 small subunit processome component
101928525	8.11e-01	4.07e-01	1.743	0.829177	1.445075	21.8	LOC101928525	uncharacterized LOC101928525
130576	8.11e-01	4.07e-01	1.745	-0.828621	-1.44583	10.22	LYPD6B	LY6/PLAUR domain containing 6B
5531	8.11e-01	4.07e-01	1.089	0.828577	0.902074	581.25	PPP4C	protein phosphatase 4 catalytic subunit
23096	8.11e-01	4.07e-01	1.331	-0.828433	-1.102725	6.22	IQSEC2	IQ motif and Sec7 domain ArfGEF 2
2319	8.11e-01	4.08e-01	1.693	-0.828173	-1.402499	32.55	FLOT2	flotillin 2
6920	8.11e-01	4.08e-01	1.798	-0.827922	-1.488632	104.66	TCEA3	transcription elongation factor A3
2224	8.11e-01	4.08e-01	1.569	-0.827737	-1.299127	128.42	FDPS	farnesyl diphosphate synthase
5478	8.12e-01	4.08e-01	0.995	-0.826919	-0.822408	333.75	PPIA	peptidylprolyl isomerase A
6224	8.13e-01	4.09e-01	0.812	0.825806	0.670872	1972.32	RPS20	ribosomal protein S20
85289	8.13e-01	4.09e-01	1.065	0.825429	0.879022	1335.38	KRTAP4-5	keratin associated protein 4-5
51002	8.14e-01	4.10e-01	1.545	-0.824626	-1.274311	24.79	TPRKB	TP53RK binding protein
134083	8.14e-01	4.10e-01	1.588	0.82471	1.309296	43.25	OR2Y1	olfactory receptor family 2 subfamily Y member 1
54455	8.14e-01	4.10e-01	1.44	-0.823432	-1.185886	100.33	FBXO42	F-box protein 42
5511	8.14e-01	4.10e-01	1.69	-0.82325	-1.390929	7.65	PPP1R8	protein phosphatase 1 regulatory subunit 8
677809	8.14e-01	4.10e-01	1.066	-0.823462	-0.877729	971.86	SNORA24	small nucleolar RNA, H/ACA box 24
51116	8.14e-01	4.10e-01	1.743	0.823964	1.436164	21.82	MRPS2	mitochondrial ribosomal protein S2
55729	8.14e-01	4.10e-01	1.32	-0.823914	-1.087507	39.57	ATF7IP	activating transcription factor 7 interacting protein
23399	8.14e-01	4.10e-01	1.377	0.823647	1.134235	284.02	CTDNEP1	CTD nuclear envelope phosphatase 1
29994	8.14e-01	4.11e-01	1.634	-0.822583	-1.343865	17.72	BAZ2B	bromodomain adjacent to zinc finger domain 2B
64320	8.14e-01	4.11e-01	1.695	-0.822117	-1.39325	55.64	RNF25	ring finger protein 25
528	8.14e-01	4.11e-01	1.512	-0.822132	-1.24332	71.26	ATP6V1C1	ATPase H+ transporting V1 subunit C1
7084	8.14e-01	4.11e-01	1.691	-0.8222	-1.390688	16.42	TK2	thymidine kinase 2
374882	8.14e-01	4.11e-01	1.786	-0.822048	-1.468037	40.55	TMEM205	transmembrane protein 205
25814	8.14e-01	4.11e-01	1.301	-0.822479	-1.070416	86.06	ATXN10	ataxin 10
84320	8.15e-01	4.12e-01	1.51	-0.819992	-1.238485	15.14	ACBD6	acyl-CoA binding domain containing 6
130617	8.15e-01	4.13e-01	1.49	-0.818634	-1.219686	59.3	ZFAND2B	zinc finger AN1-type containing 2B
60675	8.15e-01	4.12e-01	1.608	0.819761	1.317899	234.02	PROK2	prokineticin 2
55	8.15e-01	4.13e-01	1.653	-0.819037	-1.354078	82.72	ACP3	acid phosphatase 3
152756	8.15e-01	4.12e-01	1.504	0.819922	1.23317	9.53	FAM218A	family with sequence similarity 218 member A
81853	8.15e-01	4.12e-01	1.345	-0.821229	-1.104752	28.09	TMEM14B	transmembrane protein 14B
3008	8.15e-01	4.13e-01	1.411	0.81902	1.155445	292.31	H1-4	H1.4 linker histone, cluster member
5514	8.15e-01	4.13e-01	1.664	0.818876	1.362873	89.74	PPP1R10	protein phosphatase 1 regulatory subunit 10
1616	8.15e-01	4.13e-01	1.905	-0.818678	-1.5599	10.99	DAXX	death domain associated protein
25822	8.15e-01	4.13e-01	1.777	-0.819314	-1.456091	14.29	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5
9559	8.15e-01	4.13e-01	1.345	-0.818934	-1.101126	81.74	VPS26A	VPS26 retromer complex component A
4728	8.15e-01	4.12e-01	1.558	-0.819715	-1.277205	73.16	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8
10426	8.15e-01	4.13e-01	1.714	-0.819305	-1.404683	24.39	TUBGCP3	tubulin gamma complex associated protein 3
692312	8.15e-01	4.12e-01	1.654	-0.819764	-1.355575	15.28	PPAN-P2RY11	PPAN-P2RY11 readthrough
163131	8.15e-01	4.12e-01	1.159	0.821006	0.951386	92.13	ZNF780B	zinc finger protein 780B
9632	8.15e-01	4.13e-01	1.45	-0.818276	-1.186708	56.46	SEC24C	SEC24 homolog C, COPII coat complex component
128102	8.15e-01	4.13e-01	1.727	0.817889	1.412596	43.45	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4
23635	8.15e-01	4.14e-01	1.528	-0.817656	-1.249294	23.04	SSBP2	single stranded DNA binding protein 2
57488	8.15e-01	4.14e-01	1.277	-0.817233	-1.043441	186.65	ESYT2	extended synaptotagmin 2
11236	8.15e-01	4.14e-01	1.271	-0.817388	-1.038911	79.27	RNF139	ring finger protein 139
2539	8.15e-01	4.14e-01	1.823	-0.8172	-1.490141	82.25	G6PD	glucose-6-phosphate dehydrogenase
347746	8.16e-01	4.14e-01	1.712	0.816498	1.39824	14.31	PWARSN	Prader Willi/Angelman region RNA, SNRPN neighbor
51447	8.16e-01	4.15e-01	1.519	-0.815841	-1.239271	80.56	IP6K2	inositol hexakisphosphate kinase 2
5747	8.16e-01	4.15e-01	1.779	-0.815693	-1.451337	43.08	PTK2	protein tyrosine kinase 2
9380	8.16e-01	4.15e-01	1.844	-0.815709	-1.504565	146.06	GRHPR	glyoxylate and hydroxypyruvate reductase
3104	8.16e-01	4.15e-01	1.679	0.815343	1.369084	15.26	ZBTB48	zinc finger and BTB domain containing 48
8349	8.16e-01	4.17e-01	1.123	0.811829	0.911838	891.87	H2BC21	H2B clustered histone 21
57162	8.16e-01	4.16e-01	0.973	0.813319	0.791681	1115.56	PELI1	pellino E3 ubiquitin protein ligase 1
6599	8.16e-01	4.16e-01	1.52	-0.813906	-1.237123	26.08	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
961	8.16e-01	4.16e-01	1.565	-0.813701	-1.273285	43.99	CD47	CD47 molecule
344752	8.16e-01	4.16e-01	1.807	0.81358	1.470086	28.54	AADACL2	arylacetamide deacetylase like 2
3006	8.16e-01	4.17e-01	1.046	-0.811768	-0.849028	20.68	H1-2	H1.2 linker histone, cluster member
25928	8.16e-01	4.17e-01	1.604	-0.811366	-1.301754	144.52	SOSTDC1	sclerostin domain containing 1
643862	8.16e-01	4.16e-01	1.211	0.814045	0.985994	50.26	SPDYE10	speedy/RINGO cell cycle regulator family member E10
55234	8.16e-01	4.16e-01	1.107	-0.814149	-0.901262	110.41	SMU1	SMU1 DNA replication regulator and spliceosomal factor
677824	8.16e-01	4.17e-01	0.995	-0.812055	-0.808153	176.21	SNORA17B	small nucleolar RNA, H/ACA box 17B
170394	8.16e-01	4.15e-01	1.63	-0.814643	-1.328226	12.69	PWWP2B	PWWP domain containing 2B
3636	8.16e-01	4.16e-01	1.427	0.813715	1.161029	233.94	INPPL1	inositol polyphosphate phosphatase like 1
4666	8.16e-01	4.17e-01	0.762	0.811219	0.617858	275.27	NACA	nascent polypeptide associated complex subunit alpha
25831	8.16e-01	4.17e-01	1.349	-0.811623	-1.094619	139.3	HECTD1	HECT domain E3 ubiquitin protein ligase 1
27109	8.16e-01	4.17e-01	1.142	-0.811316	-0.926416	26.08	DMAC2L	distal membrane arm assembly component 2 like
51005	8.16e-01	4.15e-01	1.359	-0.814416	-1.10656	12.61	AMDHD2	amidohydrolase domain containing 2
9665	8.16e-01	4.16e-01	1.788	-0.812705	-1.453448	22.56	MARF1	meiosis regulator and mRNA stability factor 1
4150	8.16e-01	4.15e-01	1.783	-0.814554	-1.452371	53.31	MAZ	MYC associated zinc finger protein
5271	8.16e-01	4.17e-01	1.143	0.812134	0.928083	130.29	SERPINB8	serpin family B member 8
1786	8.16e-01	4.16e-01	2.787	0.813074	2.265944	81.6	DNMT1	DNA methyltransferase 1
79165	8.16e-01	4.16e-01	1.612	-0.812544	-1.30962	13.53	LENG1	leukocyte receptor cluster member 1
6990	8.16e-01	4.17e-01	1.544	-0.811555	-1.253345	193.62	DYNLT3	dynein light chain Tctex-type 3
6699	8.17e-01	4.18e-01	0.792	-0.81063	-0.642416	16408.04	SPRR1B	small proline rich protein 1B
10960	8.17e-01	4.18e-01	1.242	-0.810451	-1.006709	116.41	LMAN2	lectin, mannose binding 2
55454	8.17e-01	4.18e-01	1.324	0.81029	1.072813	155.24	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
9361	8.17e-01	4.18e-01	1.455	-0.810512	-1.179423	17.9	LONP1	lon peptidase 1, mitochondrial
4070	8.17e-01	4.19e-01	0.76	-0.807427	-0.613801	2462.4	TACSTD2	tumor associated calcium signal transducer 2
10283	8.17e-01	4.18e-01	1.546	-0.809379	-1.250981	20.37	CWC27	CWC27 spliceosome associated cyclophilin
348938	8.17e-01	4.19e-01	1.404	0.807327	1.133099	213.95	NIPAL4	NIPA like domain containing 4
23118	8.17e-01	4.19e-01	1.323	-0.808323	-1.069082	150.07	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
55971	8.17e-01	4.18e-01	1.489	-0.809065	-1.204305	24.4	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1
27291	8.17e-01	4.19e-01	1.591	0.808386	1.285941	201.78	R3HCC1L	R3H domain and coiled-coil containing 1 like
114882	8.17e-01	4.19e-01	1.539	0.808743	1.244928	288.85	OSBPL8	oxysterol binding protein like 8
1848	8.17e-01	4.19e-01	1.45	-0.807532	-1.171163	149.42	DUSP6	dual specificity phosphatase 6
85457	8.17e-01	4.19e-01	1.448	-0.807565	-1.169555	99.33	CIPC	CLOCK interacting pacemaker
1535	8.17e-01	4.19e-01	1.523	0.808926	1.232209	16.58	CYBA	cytochrome b-245 alpha chain
11031	8.17e-01	4.19e-01	1.542	-0.807802	-1.245911	179.8	RAB31	RAB31, member RAS oncogene family
57662	8.17e-01	4.18e-01	1.385	-0.809653	-1.121609	80.33	CAMSAP3	calmodulin regulated spectrin associated protein family member 3
126075	8.17e-01	4.19e-01	1.662	-0.808147	-1.343286	13.95	CCDC159	coiled-coil domain containing 159
171392	8.17e-01	4.18e-01	1.506	-0.809314	-1.218647	67.31	ZNF675	zinc finger protein 675
3949	8.18e-01	4.20e-01	1.211	-0.805936	-0.976146	118.42	LDLR	low density lipoprotein receptor
84656	8.19e-01	4.21e-01	1.513	-0.805335	-1.218761	54.5	GLYR1	glyoxylate reductase 1 homolog
23645	8.19e-01	4.21e-01	0.805	0.804934	0.6479	2307.47	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
2875	8.19e-01	4.21e-01	1.807	0.80455	1.453636	17.49	GPT	glutamic--pyruvic transaminase
11011	8.19e-01	4.21e-01	1.494	0.804717	1.202083	107.19	TLK2	tousled like kinase 2
55233	8.20e-01	4.22e-01	1.286	-0.803586	-1.033667	199.06	MOB1A	MOB kinase activator 1A
10907	8.20e-01	4.22e-01	1.394	-0.803721	-1.120067	131.25	TXNL4A	thioredoxin like 4A
201514	8.20e-01	4.22e-01	1.042	0.803393	0.836851	14.05	ZNF584	zinc finger protein 584
1725	8.20e-01	4.22e-01	1.435	0.803044	1.15243	103.27	DHPS	deoxyhypusine synthase
5768	8.20e-01	4.22e-01	1.107	0.802704	0.888493	934.33	QSOX1	quiescin sulfhydryl oxidase 1
10948	8.21e-01	4.23e-01	1.753	-0.801663	-1.405635	34.48	STARD3	StAR related lipid transfer domain containing 3
2043	8.22e-01	4.23e-01	1.723	-0.800651	-1.379829	24.12	EPHA4	EPH receptor A4
55322	8.22e-01	4.23e-01	1.693	-0.800668	-1.355612	14.78	C5orf22	chromosome 5 open reading frame 22
202915	8.22e-01	4.23e-01	1.487	-0.800452	-1.190667	106.67	TMEM184A	transmembrane protein 184A
2060	8.22e-01	4.24e-01	1.376	-0.799017	-1.099209	265.23	EPS15	epidermal growth factor receptor pathway substrate 15
64419	8.22e-01	4.24e-01	1.578	-0.799626	-1.262131	120.69	MTMR14	myotubularin related protein 14
54899	8.22e-01	4.24e-01	1.683	-0.799719	-1.346022	32.25	PXK	PX domain containing serine/threonine kinase like
1365	8.22e-01	4.24e-01	1.511	0.799181	1.207803	68.44	CLDN3	claudin 3
7979	8.22e-01	4.24e-01	1.245	-0.799711	-0.995839	490.34	SEM1	SEM1 26S proteasome subunit
3189	8.22e-01	4.24e-01	1.503	-0.798856	-1.200762	20.4	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
322	8.22e-01	4.24e-01	1.686	0.799079	1.347164	41.24	APBB1	amyloid beta precursor protein binding family B member 1
337882	8.22e-01	4.24e-01	1.004	0.798856	0.802427	11484.13	KRTAP19-1	keratin associated protein 19-1
5591	8.22e-01	4.25e-01	1.685	-0.798634	-1.345473	97.3	PRKDC	protein kinase, DNA-activated, catalytic subunit
10921	8.22e-01	4.25e-01	1.529	0.798317	1.220355	68.43	RNPS1	RNA binding protein with serine rich domain 1
60313	8.22e-01	4.25e-01	1.24	-0.797385	-0.988435	268.04	GPBP1L1	GC-rich promoter binding protein 1 like 1
51205	8.22e-01	4.25e-01	1.479	0.797915	1.179989	44.75	ACP6	acid phosphatase 6, lysophosphatidic
