ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
28155	0.7068027	3.09e-01	-1.02	-5.5999707	-6.47e-02	NADSYN1	NAD synthetase 1
29379	0.7068236	3.09e-01	1.02	-5.6000219	5.27e-02	TNFRSF1A	TNF receptor superfamily member 1A
26788	0.7068523	3.09e-01	-1.02	-5.6001084	-3.50e-02	ARC	activity regulated cytoskeleton associated protein
26354	0.7068523	3.09e-01	-1.02	-5.6001179	-4.12e-02		
37645	0.7068523	3.09e-01	-1.02	-5.6001498	-2.63e-01	SIGLEC12	sialic acid binding Ig like lectin 12 (gene/pseudogene)
4977	0.7068523	3.09e-01	-1.02	-5.6002072	-5.12e-02	DIP2C	disco interacting protein 2 homolog C
14122	0.7068523	3.09e-01	1.02	-5.6002694	4.12e-02	CYLC1	cylicin 1
42771	0.7068523	3.09e-01	1.02	-5.600298	4.84e-02	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1
38693	0.7068523	3.09e-01	-1.02	-5.600307	-3.22e-02	XPO1	exportin 1
35278	0.7068523	3.09e-01	-1.02	-5.6003366	-1.14e-01		
2480	0.7068523	3.09e-01	1.02	-5.6004342	5.52e-02		
5242	0.7068523	3.09e-01	1.02	-5.6004461	3.29e-02	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
27476	0.7068523	3.09e-01	1.02	-5.6004646	6.19e-02		
13563	0.7068523	3.09e-01	-1.02	-5.600483	-5.66e-02		
13331	0.7068523	3.09e-01	1.02	-5.6004985	4.03e-02	SNX12	sorting nexin 12
20842	0.7068523	3.09e-01	-1.02	-5.6005535	-6.00e-02	HMOX1	heme oxygenase 1
39287	0.7068523	3.09e-01	1.02	-5.6005868	7.60e-02		
11603	0.7068523	3.09e-01	1.02	-5.6006116	2.50e-02	LOC101928731	uncharacterized LOC101928731
34276	0.7068523	3.09e-01	1.02	-5.6006196	6.95e-02	FILIP1	filamin A interacting protein 1
9376	0.7068523	3.09e-01	1.02	-5.6006571	1.18e-01	LYNX1	Ly6/neurotoxin 1
38386	0.7068523	3.09e-01	1.02	-5.600679	1.49e-01	ADRA1D	adrenoceptor alpha 1D
39041	0.7068523	3.09e-01	1.02	-5.6006952	3.09e-02		
14983	0.7068532	3.09e-01	1.02	-5.6007284	8.05e-02	TCHH	trichohyalin
5282	0.706886	3.09e-01	1.02	-5.6008043	4.20e-02	KIF13B	kinesin family member 13B
25246	0.706886	3.09e-01	1.02	-5.6008287	1.30e-01		
4084	0.706886	3.09e-01	1.02	-5.6008809	4.79e-02	RAB3IP	RAB3A interacting protein
42041	0.706886	3.09e-01	1.02	-5.6009099	4.11e-02	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
42160	0.706886	3.09e-01	1.02	-5.6009397	4.22e-02		
8075	0.706886	3.09e-01	1.02	-5.600952	2.98e-02	INSM2	INSM transcriptional repressor 2
43499	0.7068895	3.09e-01	1.02	-5.6009875	6.97e-02	MSRB1	methionine sulfoxide reductase B1
22925	0.7069227	3.09e-01	1.02	-5.6010497	2.90e-02		
23364	0.7069795	3.09e-01	1.02	-5.6011332	3.44e-02	SLC30A5	solute carrier family 30 member 5
8001	0.7070248	3.09e-01	1.02	-5.6012062	5.59e-02	LINC00282	long intergenic non-protein coding RNA 282
25315	0.7072188	3.09e-01	-1.02	-5.6014269	-3.68e-02	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
7358	0.7072188	3.09e-01	1.02	-5.6014455	2.71e-02		
29263	0.7073736	3.09e-01	-1.02	-5.6016477	-4.54e-02	NOX4	NADPH oxidase 4
37202	0.7073736	3.09e-01	-1.02	-5.6016494	-3.03e-02		
12514	0.7073789	3.09e-01	1.02	-5.6016923	1.19e-01	PAQR8	progestin and adipoQ receptor family member 8
2078	0.7073789	3.09e-01	-1.02	-5.6017298	-1.34e-01	CCL20	C-C motif chemokine ligand 20
33252	0.7073789	3.09e-01	1.02	-5.6017751	4.09e-02	NMUR2	neuromedin U receptor 2
8840	0.7073789	3.09e-01	1.02	-5.6017835	3.08e-02	PAPD4	poly(A) RNA polymerase D4, non-canonical
16647	0.7074399	3.10e-01	1.02	-5.6019027	6.82e-02	HIP1	huntingtin interacting protein 1
27325	0.7074399	3.10e-01	-1.02	-5.6019327	-4.80e-02	ARPC4	actin related protein 2/3 complex subunit 4
6680	0.7074399	3.10e-01	1.02	-5.6019685	3.24e-02		
20721	0.7074399	3.10e-01	-1.02	-5.6019795	-3.74e-02		
26719	0.7074399	3.10e-01	1.02	-5.6021826	1.70e-01	TRPM5	transient receptor potential cation channel subfamily M member 5
36463	0.7074399	3.10e-01	-1.02	-5.602195	-5.54e-02		
5753	0.7074399	3.10e-01	-1.02	-5.6022054	-4.67e-02	RPL13	ribosomal protein L13
31064	0.7074399	3.10e-01	1.02	-5.6022069	6.73e-02		
9444	0.7074399	3.10e-01	-1.02	-5.6022134	-4.18e-02	MCTS1	MCTS1, re-initiation and release factor
1438	0.7074399	3.10e-01	1.02	-5.6022267	5.03e-02	TPD52L2	tumor protein D52 like 2
27709	0.7074399	3.10e-01	1.02	-5.6022747	6.83e-02	CLEC3B	C-type lectin domain family 3 member B
38899	0.7074399	3.10e-01	1.02	-5.6023029	3.93e-02	POFUT1	protein O-fucosyltransferase 1
6548	0.7074399	3.10e-01	-1.02	-5.6023055	-7.13e-02	PFN1	profilin 1
2617	0.7074399	3.10e-01	1.02	-5.6023096	5.48e-02	NOS1	nitric oxide synthase 1
1498	0.7074399	3.10e-01	1.02	-5.6023865	4.24e-02	HGF	hepatocyte growth factor
31020	0.7074399	3.10e-01	1.02	-5.6023984	7.16e-02	CXCR2	C-X-C motif chemokine receptor 2
13314	0.7074399	3.10e-01	-1.02	-5.6024225	-4.13e-02	CSN1S2AP	casein alpha s2-like A, pseudogene
35326	0.7074399	3.10e-01	-1.02	-5.6025235	-7.36e-02	XBP1	X-box binding protein 1
6866	0.7074399	3.10e-01	1.02	-5.6025284	4.12e-02	KIF5B	kinesin family member 5B
34120	0.7074399	3.10e-01	-1.02	-5.6025577	-3.81e-02	ZNF333	zinc finger protein 333
32946	0.7074399	3.10e-01	1.02	-5.6025704	7.37e-02		
44865	0.7074399	3.10e-01	1.02	-5.6026046	4.35e-02	RTKN2	rhotekin 2
7225	0.7074399	3.10e-01	1.02	-5.6026351	3.24e-02	MTSS1L	metastasis suppressor 1 like
7272	0.7074399	3.10e-01	-1.02	-5.6026559	-5.36e-02	RPS6KA4	ribosomal protein S6 kinase A4
6651	0.7074399	3.10e-01	1.02	-5.6026771	4.12e-02		
3852	0.7074399	3.10e-01	-1.02	-5.6026975	-4.47e-02	PLAGL1	PLAG1 like zinc finger 1
32383	0.7074399	3.10e-01	1.02	-5.6027097	2.84e-02	HOXB13	homeobox B13
35193	0.7075127	3.10e-01	1.02	-5.6028181	5.15e-02	PTPMT1	protein tyrosine phosphatase, mitochondrial 1
38314	0.7075127	3.10e-01	-1.02	-5.6028397	-2.96e-02	TET1	tet methylcytosine dioxygenase 1
25079	0.7075699	3.10e-01	-1.02	-5.6029595	-9.30e-02	CTSD	cathepsin D
21204	0.7075699	3.10e-01	1.02	-5.602985	3.60e-02	ZNF100	zinc finger protein 100
27400	0.7075699	3.10e-01	-1.02	-5.6029971	-2.93e-02	BMP4	bone morphogenetic protein 4
11646	0.7075699	3.10e-01	1.02	-5.603029	3.73e-02	SMIM10L2B	small integral membrane protein 10 like 2B
40592	0.7075699	3.10e-01	1.02	-5.6030522	4.69e-02		
40051	0.7076911	3.10e-01	-1.02	-5.6031934	-3.75e-02	NT5DC3	5'-nucleotidase domain containing 3
12480	0.7077258	3.10e-01	1.02	-5.6032568	6.73e-02	EEA1	early endosome antigen 1
44835	0.7077673	3.10e-01	1.02	-5.6033263	4.31e-02		
25047	0.7077772	3.10e-01	-1.02	-5.6033674	-3.94e-02	TIGD1	tigger transposable element derived 1
20711	0.7078377	3.10e-01	-1.02	-5.603459	-6.23e-02		
36371	0.7078377	3.10e-01	1.02	-5.6034862	9.78e-02		
2920	0.7078459	3.10e-01	1.02	-5.603578	4.37e-02	OLFM4	olfactomedin 4
28225	0.7078459	3.10e-01	-1.02	-5.6035882	-4.28e-02	AATF	apoptosis antagonizing transcription factor
12263	0.7078459	3.10e-01	1.02	-5.6035902	6.09e-02	ANGPT2	angiopoietin 2
30812	0.7078839	3.10e-01	1.02	-5.6036686	4.84e-02		
8669	0.7078839	3.10e-01	1.02	-5.6037109	5.05e-02		
14103	0.7078839	3.10e-01	1.02	-5.6037209	5.72e-02		
5213	0.7079475	3.11e-01	1.02	-5.6039044	2.96e-02	GABRD	gamma-aminobutyric acid type A receptor delta subunit
4595	0.7079475	3.11e-01	1.02	-5.6039236	3.47e-02		
32783	0.7079475	3.11e-01	-1.02	-5.6039346	-4.38e-02	EEF2K	eukaryotic elongation factor 2 kinase
32563	0.7079475	3.11e-01	-1.02	-5.6039354	-7.88e-02	F2R	coagulation factor II thrombin receptor
4457	0.7079475	3.11e-01	1.02	-5.6039556	4.27e-02		
13795	0.7079475	3.11e-01	-1.02	-5.6039712	-4.00e-02		
13123	0.7081384	3.11e-01	1.02	-5.6041748	6.91e-02	PRR5	proline rich 5
8538	0.7082065	3.11e-01	1.02	-5.6043162	6.12e-02	METTL9	methyltransferase like 9
14270	0.7082065	3.11e-01	1.02	-5.6043587	3.74e-02	MDM2	MDM2 proto-oncogene
17094	0.7082065	3.11e-01	-1.02	-5.6043725	-6.21e-02	FN3KRP	fructosamine 3 kinase related protein
34596	0.7082065	3.11e-01	-1.02	-5.6043871	-3.55e-02		
35950	0.7082065	3.11e-01	1.02	-5.6044291	1.18e-01		
8848	0.7082065	3.11e-01	1.02	-5.6044452	6.99e-02		
29146	0.7082065	3.11e-01	1.02	-5.6044683	6.23e-02	SLC23A1	solute carrier family 23 member 1
37409	0.7082065	3.11e-01	-1.02	-5.6044932	-2.90e-02		
13778	0.7082665	3.11e-01	1.02	-5.6045792	4.42e-02		
13839	0.7084346	3.11e-01	1.02	-5.6047621	7.19e-02		
34687	0.7085953	3.11e-01	-1.02	-5.6049384	-9.00e-02	MT1E	metallothionein 1E
6377	0.7086589	3.11e-01	-1.02	-5.6050275	-7.59e-02	IL13RA1	interleukin 13 receptor subunit alpha 1
14404	0.7087141	3.11e-01	-1.02	-5.6051413	-2.18e-02		
30854	0.7087141	3.11e-01	-1.02	-5.6051993	-6.37e-02		
4466	0.7087141	3.11e-01	-1.02	-5.6052374	-4.28e-02	LRPAP1	LDL receptor related protein associated protein 1
43989	0.7087141	3.11e-01	-1.02	-5.605288	-4.09e-02		
24076	0.7087141	3.11e-01	-1.02	-5.6052974	-6.62e-02	GLS	glutaminase
18652	0.7087141	3.11e-01	1.02	-5.605301	4.37e-02	SMIM8	small integral membrane protein 8
44849	0.7087141	3.11e-01	1.02	-5.6053021	3.56e-02		
38450	0.708781	3.11e-01	-1.02	-5.6053942	-3.37e-02	NSD1	nuclear receptor binding SET domain protein 1
25716	0.7088089	3.11e-01	-1.02	-5.605479	-3.27e-02		
44879	0.7088089	3.11e-01	1.02	-5.6054842	3.31e-02		
21939	0.7088089	3.11e-01	-1.02	-5.6055155	-3.35e-02		
6383	0.7089056	3.11e-01	1.02	-5.6056343	4.18e-02	MATN2	matrilin 2
22448	0.7089273	3.11e-01	-1.02	-5.6056858	-1.20e-01	CD27	CD27 molecule
9705	0.7090914	3.11e-01	1.02	-5.6058649	4.09e-02	FAM173B	family with sequence similarity 173 member B
44406	0.7091083	3.12e-01	-1.02	-5.6059122	-8.15e-02	CA12	carbonic anhydrase 12
3594	0.7091331	3.12e-01	-1.02	-5.6059739	-8.51e-02	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
21452	0.7091331	3.12e-01	-1.02	-5.6059986	-6.64e-02	FBXL2	F-box and leucine rich repeat protein 2
12634	0.7091446	3.12e-01	1.02	-5.6060411	5.03e-02	LY96	lymphocyte antigen 96
7614	0.7092538	3.12e-01	1.02	-5.6061763	7.87e-02	SLC37A3	solute carrier family 37 member 3
27251	0.7092538	3.12e-01	-1.02	-5.606203	-3.28e-02	DCAF8	DDB1 and CUL4 associated factor 8
12342	0.7092633	3.12e-01	-1.02	-5.6062691	-4.68e-02		
36021	0.7092633	3.12e-01	-1.02	-5.6063132	-3.36e-02	REC114	REC114 meiotic recombination protein
4372	0.7092633	3.12e-01	1.02	-5.606338	4.13e-02	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
39560	0.7092633	3.12e-01	1.02	-5.6063399	1.12e-01	CYP4F2	cytochrome P450 family 4 subfamily F member 2
20100	0.7095126	3.12e-01	1.02	-5.6065951	3.55e-02	SEC22A	SEC22 homolog A, vesicle trafficking protein
23453	0.7095377	3.12e-01	-1.02	-5.6066496	-2.67e-02	TEKT5	tektin 5
33647	0.7096662	3.12e-01	1.02	-5.6067966	2.83e-02	COLEC10	collectin subfamily member 10
11210	0.7096849	3.12e-01	-1.02	-5.6068454	-4.56e-02	NOS1	nitric oxide synthase 1
36425	0.7096853	3.12e-01	-1.02	-5.6069254	-4.48e-02		
22401	0.7096853	3.12e-01	1.02	-5.606953	3.46e-02	ZNF44	zinc finger protein 44
33364	0.7096853	3.12e-01	1.02	-5.6069907	5.49e-02		
6616	0.7096853	3.12e-01	-1.02	-5.6070052	-3.64e-02	MED13L	mediator complex subunit 13 like
16187	0.7096853	3.12e-01	-1.02	-5.6070582	-3.12e-02	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A
23852	0.7096853	3.12e-01	1.02	-5.6070812	8.12e-02		
459	0.7096853	3.12e-01	1.02	-5.6071209	5.65e-02		
1745	0.7096853	3.12e-01	1.02	-5.6071547	7.78e-02	ZNF267	zinc finger protein 267
33407	0.7096853	3.12e-01	-1.02	-5.6072313	-6.42e-02	SELV	selenoprotein V
1803	0.7096853	3.12e-01	1.02	-5.6073177	5.11e-02		
12441	0.7096853	3.12e-01	1.02	-5.6073306	3.97e-02	SP4	Sp4 transcription factor
13990	0.7096853	3.12e-01	-1.02	-5.6073314	-3.71e-02	CASP8	caspase 8
7061	0.7096853	3.12e-01	1.02	-5.6073608	3.36e-02	DTWD1	DTW domain containing 1
17412	0.7096853	3.12e-01	1.02	-5.6073667	3.88e-02	CHRM5	cholinergic receptor muscarinic 5
4389	0.7096853	3.12e-01	1.02	-5.60737	4.55e-02	NUPL2	nucleoporin like 2
38990	0.7096853	3.12e-01	-1.02	-5.6074309	-6.11e-02		
24948	0.7096853	3.12e-01	1.02	-5.6075084	5.51e-02	SCRG1	stimulator of chondrogenesis 1
15208	0.7096853	3.12e-01	-1.01	-5.6075405	-2.60e-02		
28220	0.7096853	3.12e-01	1.01	-5.6075598	6.07e-02		
33368	0.7096853	3.12e-01	-1.01	-5.6076005	-3.60e-02	MACROD2	MACRO domain containing 2
36062	0.7096853	3.12e-01	-1.01	-5.6076372	-5.66e-02		
44435	0.7096853	3.12e-01	-1.01	-5.6076604	-8.72e-02	TMCC3	transmembrane and coiled-coil domain family 3
40133	0.7096853	3.12e-01	1.01	-5.6077127	7.82e-02	LMO2	LIM domain only 2
16704	0.7096853	3.12e-01	-1.01	-5.60774	-5.70e-02		
39602	0.7096853	3.12e-01	-1.01	-5.6077805	-4.32e-02		
21373	0.7096853	3.12e-01	1.01	-5.6077989	6.45e-02	SRRM1	serine and arginine repetitive matrix 1
38888	0.7096853	3.12e-01	1.01	-5.6078415	4.89e-02		
9830	0.7096853	3.12e-01	1.01	-5.6078552	3.95e-02	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
45137	0.7096853	3.12e-01	1.01	-5.6078595	6.61e-02		
43683	0.7096853	3.13e-01	-1.01	-5.6079802	-5.27e-02	ZNF91	zinc finger protein 91
33310	0.7096853	3.13e-01	-1.01	-5.6080051	-4.87e-02	ZMYND8	zinc finger MYND-type containing 8
24752	0.7096853	3.13e-01	-1.01	-5.6080433	-4.63e-02		
4118	0.7096853	3.13e-01	1.01	-5.6080914	3.69e-02	HTR3B	5-hydroxytryptamine receptor 3B
25921	0.7096853	3.13e-01	-1.01	-5.6081594	-2.04e-01	LRRC37A4P	leucine rich repeat containing 37 member A4, pseudogene
26753	0.7096853	3.13e-01	-1.01	-5.6081663	-3.37e-02	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
21398	0.7096853	3.13e-01	-1.01	-5.6081778	-5.73e-02	EMC9	ER membrane protein complex subunit 9
35647	0.7096853	3.13e-01	-1.01	-5.6082075	-4.27e-02	RECQL5	RecQ like helicase 5
22403	0.7096853	3.13e-01	-1.01	-5.60821	-5.20e-02	ULK1	unc-51 like autophagy activating kinase 1
21652	0.7096853	3.13e-01	-1.01	-5.6082219	-4.07e-02	FBXW7	F-box and WD repeat domain containing 7
20539	0.7096853	3.13e-01	1.01	-5.6082233	4.29e-02	TRGV5	T cell receptor gamma variable 5
30919	0.7096853	3.13e-01	-1.01	-5.6082496	-3.90e-02	FOXP2	forkhead box P2
21636	0.7096853	3.13e-01	1.01	-5.6083501	4.03e-02	LARP1B	La ribonucleoprotein domain family member 1B
23630	0.7096853	3.13e-01	1.01	-5.6083634	2.36e-02	PRUNE2	prune homolog 2
2093	0.7096853	3.13e-01	1.01	-5.6084108	6.06e-02	CEBPZ	CCAAT/enhancer binding protein zeta
9071	0.7096853	3.13e-01	1.01	-5.6084216	3.50e-02	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
36841	0.7096853	3.13e-01	1.01	-5.6084489	4.83e-02	PPCS	phosphopantothenoylcysteine synthetase
27118	0.7096853	3.13e-01	1.01	-5.6084615	4.02e-02	CGNL1	cingulin like 1
11328	0.7096853	3.13e-01	1.01	-5.6084761	1.10e-01	HRASLS2	HRAS like suppressor 2
40590	0.7096853	3.13e-01	1.01	-5.6084829	1.47e-01	KLHL18	kelch like family member 18
18242	0.7096853	3.13e-01	-1.01	-5.6084852	-5.09e-02	HADH	hydroxyacyl-CoA dehydrogenase
21845	0.7096853	3.13e-01	1.01	-5.6084912	3.56e-02	RIPK4	receptor interacting serine/threonine kinase 4
21112	0.7096853	3.13e-01	1.01	-5.6085109	3.93e-02	KRTAP3-1	keratin associated protein 3-1
20495	0.7097369	3.13e-01	-1.01	-5.6086028	-2.71e-02	COMMD5	COMM domain containing 5
20882	0.7097369	3.13e-01	-1.01	-5.6086355	-3.27e-02	PROX1	prospero homeobox 1
29108	0.7097369	3.13e-01	1.01	-5.6086799	4.20e-02	ZSCAN31	zinc finger and SCAN domain containing 31
13959	0.7097369	3.13e-01	1.01	-5.6086848	8.63e-02	GGTLC2	gamma-glutamyltransferase light chain 2
18126	0.7098326	3.13e-01	-1.01	-5.6088047	-3.76e-02	OTOP2	otopetrin 2
21847	0.7098326	3.13e-01	-1.01	-5.6088343	-4.11e-02	ZNF160	zinc finger protein 160
22362	0.7099519	3.13e-01	1.01	-5.6089751	3.28e-02	TRDN	triadin
20033	0.7099519	3.13e-01	1.01	-5.6090047	3.04e-02		
17225	0.7101202	3.13e-01	1.01	-5.6092463	1.00e-01		
38660	0.7101202	3.13e-01	-1.01	-5.6092493	-4.84e-02	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
37729	0.7101202	3.13e-01	-1.01	-5.6092817	-3.01e-02		
17347	0.7101202	3.13e-01	-1.01	-5.6092831	-3.21e-02		
15081	0.7101202	3.13e-01	-1.01	-5.6093457	-8.56e-02		
28355	0.7101202	3.13e-01	-1.01	-5.6093529	-6.24e-02	VPS13B	vacuolar protein sorting 13 homolog B
31580	0.7101202	3.13e-01	-1.01	-5.6093786	-5.12e-02	PIAS2	protein inhibitor of activated STAT 2
18884	0.7101433	3.13e-01	-1.01	-5.609472	-4.15e-02	FIZ1	FLT3 interacting zinc finger 1
18155	0.7101433	3.13e-01	1.01	-5.6094936	1.02e-01	C1orf194	chromosome 1 open reading frame 194
44585	0.7101433	3.13e-01	-1.01	-5.6096125	-4.34e-02	KLHL29	kelch like family member 29
13624	0.7101433	3.13e-01	1.01	-5.6096128	4.58e-02	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
1783	0.7101433	3.13e-01	1.01	-5.6096536	3.31e-02		
44815	0.7101433	3.13e-01	1.01	-5.6097081	3.05e-02	HGF	hepatocyte growth factor
38407	0.7101433	3.13e-01	1.01	-5.6097276	7.13e-02	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1
3118	0.7101433	3.13e-01	-1.01	-5.609761	-6.56e-02		
43365	0.7101433	3.13e-01	-1.01	-5.6097662	-3.51e-02		
653	0.7101433	3.13e-01	1.01	-5.6097736	4.52e-02	RNF186	ring finger protein 186
14965	0.7101433	3.13e-01	1.01	-5.6097997	7.12e-02	RLN3	relaxin 3
1550	0.7101433	3.13e-01	1.01	-5.6098614	4.88e-02	MS4A12	membrane spanning 4-domains A12
5259	0.7101433	3.13e-01	-1.01	-5.6099437	-3.59e-02		
43949	0.7101433	3.14e-01	-1.01	-5.6100561	-3.07e-02		
38273	0.7101433	3.14e-01	-1.01	-5.6100798	-4.94e-02	FTL	ferritin light chain
16963	0.7101433	3.14e-01	1.01	-5.6101042	2.68e-02		
6427	0.7101433	3.14e-01	1.01	-5.6101054	4.38e-02	MMADHC	methylmalonic aciduria and homocystinuria, cblD type
39173	0.7101433	3.14e-01	1.01	-5.6101279	6.54e-02	MYADM	myeloid associated differentiation marker
35966	0.7101433	3.14e-01	1.01	-5.6101403	4.07e-02	COL3A1	collagen type III alpha 1 chain
37454	0.7101433	3.14e-01	1.01	-5.6101454	4.90e-02		
8947	0.7101433	3.14e-01	1.01	-5.6102117	4.78e-02	WNK3	WNK lysine deficient protein kinase 3
18150	0.7101433	3.14e-01	1.01	-5.6102289	5.93e-02	HIP1	huntingtin interacting protein 1
37797	0.7101433	3.14e-01	-1.01	-5.610246	-5.06e-02	ZNF660	zinc finger protein 660
8556	0.7101433	3.14e-01	-1.01	-5.6102477	-3.37e-02	RNF141	ring finger protein 141
12161	0.7101433	3.14e-01	1.01	-5.6102566	4.87e-02	COL26A1	collagen type XXVI alpha 1 chain
333	0.7101433	3.14e-01	1.01	-5.6103895	4.48e-02		
40996	0.7101433	3.14e-01	1.01	-5.6104138	2.81e-02	HNF4G	hepatocyte nuclear factor 4 gamma
16603	0.7101433	3.14e-01	-1.01	-5.6104384	-4.01e-02	TRAF4	TNF receptor associated factor 4
13843	0.7101433	3.14e-01	-1.01	-5.6104476	-4.17e-02	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
12661	0.7101433	3.14e-01	1.01	-5.610455	8.54e-02	PRKCA	protein kinase C alpha
19464	0.7101433	3.14e-01	1.01	-5.6104776	4.80e-02		
27511	0.7101433	3.14e-01	-1.01	-5.6104818	-3.05e-02		
14653	0.7101433	3.14e-01	-1.01	-5.6104892	-5.45e-02	EEF1D	eukaryotic translation elongation factor 1 delta
38607	0.7101433	3.14e-01	1.01	-5.6105075	7.79e-02	C2CD5	C2 calcium dependent domain containing 5
40140	0.7101433	3.14e-01	-1.01	-5.6105187	-3.78e-02		
19752	0.7101433	3.14e-01	-1.01	-5.6105903	-7.22e-02	ZC3H11A	zinc finger CCCH-type containing 11A
1513	0.7101433	3.14e-01	1.01	-5.6106254	8.85e-02		
11661	0.7101433	3.14e-01	-1.01	-5.6106562	-3.57e-02	LUC7L2	LUC7 like 2, pre-mRNA splicing factor
8165	0.7101433	3.14e-01	1.01	-5.610665	3.98e-02		
4438	0.7101433	3.14e-01	1.01	-5.6107219	6.52e-02	TMEM44	transmembrane protein 44
26631	0.7101433	3.14e-01	-1.01	-5.6107356	-3.82e-02	CD244	CD244 molecule
13769	0.7101433	3.14e-01	1.01	-5.6108131	5.16e-02	CBX7	chromobox 7
25325	0.7101433	3.14e-01	1.01	-5.6108189	4.36e-02	FAR1	fatty acyl-CoA reductase 1
43465	0.7101433	3.14e-01	-1.01	-5.6108297	-4.08e-02	TM4SF5	transmembrane 4 L six family member 5
10185	0.7101433	3.14e-01	1.01	-5.6108339	6.45e-02		
40770	0.710192	3.14e-01	1.01	-5.6109092	2.54e-01	LAIR2	leukocyte associated immunoglobulin like receptor 2
34879	0.7102568	3.14e-01	-1.01	-5.6110293	-5.74e-02	IL10RA	interleukin 10 receptor subunit alpha
39175	0.7102568	3.14e-01	1.01	-5.6110306	7.93e-02	LMO2	LIM domain only 2
27619	0.7102781	3.14e-01	1.01	-5.6110814	3.89e-02		
16439	0.7104312	3.14e-01	1.01	-5.6112644	2.71e-02		
17299	0.7104312	3.14e-01	1.01	-5.6112816	5.77e-02	LIPH	lipase H
12954	0.7105263	3.14e-01	1.01	-5.6113982	2.26e-02	FNDC8	fibronectin type III domain containing 8
1889	0.710553	3.14e-01	1.01	-5.6114605	5.67e-02	APOB	apolipoprotein B
3539	0.710553	3.14e-01	1.01	-5.6115122	3.25e-02	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1
7915	0.710553	3.14e-01	-1.01	-5.6115319	-5.48e-02		
22333	0.710553	3.14e-01	-1.01	-5.6115493	-4.84e-02	LSM12	LSM12 homolog
9653	0.7106114	3.14e-01	-1.01	-5.6116377	-6.93e-02	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
124	0.7106114	3.14e-01	1.01	-5.6116951	5.00e-02		
4422	0.7106114	3.14e-01	1.01	-5.6117373	5.12e-02	LGALS8-AS1	LGALS8 antisense RNA 1
27044	0.7106114	3.14e-01	-1.01	-5.6117513	-7.31e-02	MUC16	mucin 16, cell surface associated
28444	0.7106114	3.14e-01	-1.01	-5.6117701	-3.84e-02	SSNA1	SS nuclear autoantigen 1
18071	0.7106114	3.14e-01	1.01	-5.6118043	5.83e-02		
5901	0.7106114	3.14e-01	-1.01	-5.6118238	-2.95e-02	MFAP3L	microfibrillar associated protein 3 like
22831	0.7106173	3.14e-01	-1.01	-5.6118609	-4.32e-02	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)
19631	0.7106887	3.14e-01	1.01	-5.6119563	2.57e-02	DCBLD1	discoidin, CUB and LCCL domain containing 1
2124	0.7107578	3.15e-01	1.01	-5.6121121	4.14e-02		
11158	0.7107578	3.15e-01	-1.01	-5.6121169	-9.02e-02	IVNS1ABP	influenza virus NS1A binding protein
34584	0.7107578	3.15e-01	1.01	-5.612137	4.33e-02	FAM45A	family with sequence similarity 45 member A
45121	0.7107578	3.15e-01	1.01	-5.6122209	6.24e-02	HHLA3	HERV-H LTR-associating 3
13646	0.7107578	3.15e-01	-1.01	-5.6122331	-4.80e-02	SNUPN	snurportin 1
19352	0.7107578	3.15e-01	-1.01	-5.612246	-3.44e-02		
4411	0.7107578	3.15e-01	1.01	-5.6122973	2.52e-02	FLJ12825	uncharacterized LOC440101
493	0.7107578	3.15e-01	1.01	-5.6123181	4.79e-02	TWSG1	twisted gastrulation BMP signaling modulator 1
40749	0.7107578	3.15e-01	1.01	-5.612346	2.05e-01		
35491	0.7107578	3.15e-01	1.01	-5.6123826	8.12e-02	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3
33997	0.7107578	3.15e-01	-1.01	-5.612421	-3.30e-02	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
31832	0.7107578	3.15e-01	-1.01	-5.6124732	-6.47e-02	ADSS	adenylosuccinate synthase
35979	0.7107578	3.15e-01	-1.01	-5.6124767	-3.69e-02	MYBBP1A	MYB binding protein 1a
26109	0.7107578	3.15e-01	-1.01	-5.6125177	-3.97e-02	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
12164	0.7107578	3.15e-01	1.01	-5.6125591	4.10e-02	SEC62	SEC62 homolog, preprotein translocation factor
